event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Heavyweight,Brandon Vera,Assuerio Silva,fighter1,0                                  0,8                                  9,0                                  1,1                                  0,SUB              Guillotine Choke,1,2:39,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Heavyweight Brandon Vera Assuerio Silva fighter1 0                                  0 8                                  9 0                                  1 1                                  0 SUB              Guillotine Choke 2:39 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa heavyweight brandon vera assuerio silva fighter sub guillotine choke,4
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Middleweight,Mike Swick,Joe Riggs,fighter1,0                                  0,5                                  1,0                                  0,1                                  0,SUB              Guillotine Choke,1,2:19,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Middleweight Mike Swick Joe Riggs fighter1 0                                  0 5                                  1 0                                  0 1                                  0 SUB              Guillotine Choke 2:19 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa middleweight mike swick joe riggs fighter sub guillotine choke,4
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Middleweight,Jeremy Horn,Chael Sonnen,fighter1,0                                  0,3                                  6,0                                  3,4                                  0,SUB              Armbar,2,1:17,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Middleweight Jeremy Horn Chael Sonnen fighter1 0                                  0 3                                  6 0                                  3 4                                  0 SUB              Armbar 1:17 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa middleweight jeremy horn chael sonnen fighter sub armbar,0
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Lightweight,Spencer Fisher,Matt Wiman,fighter1,1                                  0,27                                  10,0                                  1,0                                  4,KO/TKO              Flying Knee,2,1:43,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Lightweight Spencer Fisher Matt Wiman fighter1 1                                  0 27                                  10 0                                  1 0                                  4 KO/TKO              Flying Knee 1:43 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa lightweight spencer fisher matt wiman fighter kotko flying knee,0
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Heavyweight,Gabriel Gonzaga,Fabiano Scherner,fighter1,1                                  0,16                                  8,3                                  0,0                                  0,KO/TKO              Punch,2,0:24,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Heavyweight Gabriel Gonzaga Fabiano Scherner fighter1 1                                  0 16                                  8 3                                  0 0                                  0 KO/TKO              Punch 0:24 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa heavyweight gabriel gonzaga fabiano scherner fighter kotko punch,0
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Lightweight,Melvin Guillard,Rick Davis,fighter1,1                                  0,10                                  5,0                                  0,0                                  0,KO/TKO              Punch,1,1:37,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Lightweight Melvin Guillard Rick Davis fighter1 1                                  0 10                                  5 0                                  0 0                                  0 KO/TKO              Punch 1:37 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa lightweight melvin guillard rick davis fighter kotko punch,0
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,1                                  1,13                                  11,0                                  0,0                                  0,KO/TKO              Punch,1,2:43,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Heavyweight Tim Sylvia Andrei Arlovski fighter1 1                                  1 13                                  11 0                                  0 0                                  0 KO/TKO              Punch 2:43 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa heavyweight tim sylvia andrei arlovski fighter kotko punch,0
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Welterweight,Sean Sherk,Nick Diaz,fighter1,0                                  0,39                                  57,2                                  1,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Welterweight Sean Sherk Nick Diaz fighter1 0                                  0 39                                  57 2                                  1 0                                  3 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa welterweight sean sherk nick diaz fighter udec,0
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Light Heavyweight,Tito Ortiz,Forrest Griffin,fighter1,0                                  0,61                                  58,3                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Light Heavyweight Tito Ortiz Forrest Griffin fighter1 0                                  0 61                                  58 3                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa light heavyweight tito ortiz forrest griffin fighter sdec,0
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Middleweight,Evan Tanner,Justin Levens,fighter1,0                                  0,10                                  2,1                                  0,2                                  1,SUB              Triangle Choke,1,3:14,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Middleweight Evan Tanner Justin Levens fighter1 0                                  0 10                                  2 1                                  0 2                                  1 SUB              Triangle Choke 3:14 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa middleweight evan tanner justin levens fighter sub triangle choke,4
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Heavyweight,Jeff Monson,Marcio Cruz,fighter1,0                                  0,32                                  40,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Heavyweight Jeff Monson Marcio Cruz fighter1 0                                  0 32                                  40 2                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa heavyweight jeff monson marcio cruz fighter sdec,0
UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Welterweight,Karo Parisyan,Nick Thompson,fighter1,0                                  0,18                                  2,2                                  1,0                                  0,KO/TKO              Punches,1,4:44,2023-09-21 02:02:55.178363,"UFC 59: Reality Check April 15 2006 Anaheim, California, USA Welterweight Karo Parisyan Nick Thompson fighter1 0                                  0 18                                  2 2                                  1 0                                  0 KO/TKO              Punches 4:44 2023-09-21 02:02:55.178363",ufc reality check april anaheim california usa welterweight karo parisyan nick thompson fighter kotko punches,0
